Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
Hispanic or Latino,M,Seattle Public Utilities,54,67.0891,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,64,61.15,R,A
Hispanic or Latino,F,Seattle Public Library,42,28.5,R,L
Hispanic or Latino,F,Planning & Comm Development,38,40.86,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,40,38.31,R,A
Hispanic or Latino,M,Seattle Public Utilities,49,47.96,R,A
Hispanic or Latino,F,Seattle City Light,42,65.83,T,A
Hispanic or Latino,M,Fire Department,34,41.06,R,A
Hispanic or Latino,M,Fire Department,38,34.81,R,A
Hispanic or Latino,M,Police Department,43,57.44,R,A
Hispanic or Latino,F,Finance & Admin Services,51,67.898,R,A
Hispanic or Latino,F,Municipal Court,48,31.35,R,A
Hispanic or Latino,F,Seattle City Light,51,71.0568,R,A
Hispanic or Latino,M,Parks & Recreation,25,25.58,T,A
Hispanic or Latino,M,Finance & Admin Services,42,38.29,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,31,55.348,R,A
Hispanic or Latino,M,Seattle City Light,34,67.7903,R,A
Hispanic or Latino,M,Police Department,23,40.06,R,A
Hispanic or Latino,M,Parks & Recreation,22,18.69,T,A
Hispanic or Latino,M,Seattle Public Utilities,48,39.59,R,A
Hispanic or Latino,M,Fire Department,30,58.15,R,A
Hispanic or Latino,M,Seattle City Light,28,29.03,R,A
Hispanic or Latino,M,Seattle City Light,35,61.86,R,A
Hispanic or Latino,F,Community Police Commission,46,59.824,R,A
Hispanic or Latino,M,Parks & Recreation,39,38.95,R,A
Hispanic or Latino,M,Finance & Admin Services,43,41.38,R,A
Hispanic or Latino,F,Commnty Sfty and Comm Ctr Dept,24,34.96,R,A
Hispanic or Latino,F,Information Technology,37,74.914,R,A
Hispanic or Latino,F,Finance & Admin Services,20,24.11,R,A
Hispanic or Latino,F,Sustainability & Environment,30,58,R,A
Hispanic or Latino,F,Police Department,51,31.35,R,A
Hispanic or Latino,F,Human Services Department,44,37.84,R,A
Hispanic or Latino,M,Seattle Public Library,59,49.35,R,A
Hispanic or Latino,M,Police Department,37,57.44,R,A
Hispanic or Latino,M,Parks & Recreation,48,40.08,R,A
Hispanic or Latino,M,Police Department,32,55.07,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,43,57.87,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,54,46.68,R,A
Hispanic or Latino,F,Seattle City Light,52,53.74,R,A
Hispanic or Latino,F,Parks & Recreation,27,18.69,T,A
Hispanic or Latino,M,Seattle Public Utilities,36,47.66,R,A
Hispanic or Latino,M,Construction & Inspections,57,46.51,R,A
Hispanic or Latino,F,Seattle Center,65,25.58,T,A
Hispanic or Latino,F,Municipal Court,27,49.49,R,A
Hispanic or Latino,F,Parks & Recreation,31,21.9,T,A
Hispanic or Latino,M,Finance & Admin Services,50,38.29,R,A
Hispanic or Latino,M,Seattle City Light,26,56.31,R,A
Hispanic or Latino,F,Off of Emergency Mngmnt Dept,39,46.8,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,63,30.09,T,A
Hispanic or Latino,F,Human Services Department,44,39.28,R,A
Hispanic or Latino,F,Office of Labor Standards,38,48.48,R,A
Hispanic or Latino,M,Seattle Public Utilities,54,67.49,R,A
Hispanic or Latino,F,Seattle City Light,48,31.35,R,A
Hispanic or Latino,F,Police Department,32,33.44,R,A
Hispanic or Latino,M,Parks & Recreation,48,30.09,R,A
Hispanic or Latino,F,Seattle Public Utilities,50,55.44,R,A
Hispanic or Latino,F,Parks & Recreation,22,19.64,R,A
Hispanic or Latino,M,Finance & Admin Services,54,43.49,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,55,35.8,R,A
Hispanic or Latino,M,Police Department,29,40.06,R,A
Hispanic or Latino,F,Construction & Inspections,36,56.25,R,A
Hispanic or Latino,F,Municipal Court,44,50.63,R,A
Hispanic or Latino,M,Seattle City Light,39,42.44,R,A
Hispanic or Latino,F,Human Services Department,45,41.66,R,A
Hispanic or Latino,M,Seattle Public Utilities,50,37.32,R,A
Hispanic or Latino,M,Parks & Recreation,52,57.791,R,A
Hispanic or Latino,F,Seattle City Light,34,55.44,R,A
Hispanic or Latino,F,Education & Early Learning,30,37.84,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,50,51.32,R,A
Hispanic or Latino,M,Parks & Recreation,39,41.83,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,28,57.5,T,A
Hispanic or Latino,M,Seattle Dept of Transportation,51,34.08,R,A
Hispanic or Latino,M,Seattle City Light,52,63.32,R,A
Hispanic or Latino,M,Police Department,31,56.12,R,A
Hispanic or Latino,F,Seattle Public Library,39,41.82,R,A
Hispanic or Latino,F,Seattle Public Utilities,41,53.2,R,A
Hispanic or Latino,M,Seattle Public Utilities,37,43.27,R,A
Hispanic or Latino,M,Seattle Public Library,30,35.26,R,A
Hispanic or Latino,M,Finance & Admin Services,44,31.7,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,28,30.09,T,A
Hispanic or Latino,F,Information Technology,26,54.814,R,A
Hispanic or Latino,M,Fire Department,30,36.9,R,A
Hispanic or Latino,M,Seattle Public Library,38,37.37,R,A
Hispanic or Latino,M,Construction & Inspections,38,52.18,R,A
Hispanic or Latino,M,Police Department,27,40.06,R,A
Hispanic or Latino,F,Finance & Admin Services,38,49.896,R,A
Hispanic or Latino,F,Seattle Center,53,23.14,T,A
Hispanic or Latino,F,Neighborhoods,45,33.78,R,A
Hispanic or Latino,M,Finance & Admin Services,61,24.92,R,A
Hispanic or Latino,F,Seattle Public Library,65,28.5,R,A
Hispanic or Latino,M,Seattle Public Library,40,35.26,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,33,35.16,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,43,35.16,R,A
Hispanic or Latino,F,Seattle Public Utilities,50,49.49,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,65,40.86,R,A
Hispanic or Latino,F,Seattle Public Utilities,34,33.79,R,A
Hispanic or Latino,M,Seattle Public Library,59,47.67,R,A
Hispanic or Latino,M,Fire Department,48,63.64,R,A
Hispanic or Latino,F,Finance & Admin Services,34,30.5,R,A
Hispanic or Latino,M,Fire Department,30,45.65,R,A
Hispanic or Latino,F,Seattle City Light,37,37.98,R,A
Hispanic or Latino,M,Parks & Recreation,53,30.09,T,A
Hispanic or Latino,F,Seattle Public Utilities,55,31.35,R,A
Hispanic or Latino,M,Police Department,34,54.29,R,L
Hispanic or Latino,F,Seattle Public Utilities,60,70.355,R,A
Hispanic or Latino,F,Police Department,44,57.55,R,A
Hispanic or Latino,F,Construction & Inspections,47,44.95,R,A
Hispanic or Latino,M,Police Department,39,45.96,R,A
Hispanic or Latino,M,Police Department,32,54.29,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,34,54.34,R,A
Hispanic or Latino,F,Police Department,61,64.21,R,A
Hispanic or Latino,M,Police Department,25,45.96,R,A
Hispanic or Latino,M,Information Technology,55,64.032,R,A
Hispanic or Latino,F,Seattle Public Utilities,32,33.64,R,A
Hispanic or Latino,M,Parks & Recreation,59,30.09,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,62,32.21,R,A
Hispanic or Latino,M,Fire Department,28,38.98,R,A
Hispanic or Latino,M,Human Services Department,35,58.32,R,A
Hispanic or Latino,M,Information Technology,35,61,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,57,35.46,R,A
Hispanic or Latino,F,Parks & Recreation,26,21.05,T,A
Hispanic or Latino,F,Education & Early Learning,28,39.28,R,A
Hispanic or Latino,M,Parks & Recreation,35,44.65,R,A
Hispanic or Latino,M,Municipal Court,75,45,R,A
Hispanic or Latino,F,Office of Economic Development,34,49.35,R,A
Hispanic or Latino,F,Seattle Public Utilities,43,40.86,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,25,30.09,R,A
Hispanic or Latino,F,Seattle City Light,28,35.05,R,A
Hispanic or Latino,M,Police Department,32,53.5,R,A
Hispanic or Latino,M,Municipal Court,52,41.91,R,A
Hispanic or Latino,M,Human Services Department,39,42.57,R,A
Hispanic or Latino,M,Fire Department,33,36.9,R,A
Hispanic or Latino,M,Finance & Admin Services,32,31.86,R,A
Hispanic or Latino,M,Fire Department,26,51.07,R,A
Hispanic or Latino,M,Finance & Admin Services,32,43.34,R,A
Hispanic or Latino,F,Construction & Inspections,24,23.4,T,A
Hispanic or Latino,M,Fire Department,36,43.98,R,A
Hispanic or Latino,M,Seattle Public Library,39,38.42,R,A
Hispanic or Latino,M,Municipal Court,36,45,R,A
Hispanic or Latino,F,Construction & Inspections,54,46.51,R,A
Hispanic or Latino,M,Police Department,56,61.36,R,A
Hispanic or Latino,M,Fire Department,30,34.81,R,A
Hispanic or Latino,M,Finance & Admin Services,44,43.16,R,A
Hispanic or Latino,M,Seattle Public Utilities,36,50.38,R,A
Hispanic or Latino,M,Ethics & Elections Commission,67,62.218,R,A
Hispanic or Latino,F,Seattle Public Library,41,46.07,R,A
Hispanic or Latino,F,Sustainability & Environment,32,60.33,R,A
Hispanic or Latino,M,Parks & Recreation,43,36.57,R,A
Hispanic or Latino,F,Seattle Public Library,31,43.04,R,A
Hispanic or Latino,M,Fire Department,52,55.03,R,A
Hispanic or Latino,M,Construction & Inspections,33,46.51,R,A
Hispanic or Latino,M,Seattle Public Library,27,28.5,R,A
Hispanic or Latino,M,Police Department,31,55.34,R,A
Hispanic or Latino,M,Fire Department,32,36.9,R,A
Hispanic or Latino,F,Seattle Center,54,18.69,T,A
Hispanic or Latino,M,Parks & Recreation,47,18.69,T,A
Hispanic or Latino,M,Mayor's Office,38,67.05,R,A
Hispanic or Latino,F,Parks & Recreation,20,19.64,T,A
Hispanic or Latino,M,Fire Department,46,47.74,R,A
Hispanic or Latino,M,Information Technology,69,62.364,R,A
Hispanic or Latino,M,Information Technology,24,49.44,R,A
Hispanic or Latino,M,Construction & Inspections,28,38.57,R,A
Hispanic or Latino,M,Fire Department,36,36.9,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,72,31.35,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,59,30.09,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,29,66.35,T,A
Hispanic or Latino,M,Parks & Recreation,56,29.03,R,A
Hispanic or Latino,M,Parks & Recreation,51,120.69,R,A
Hispanic or Latino,F,Parks & Recreation,20,19.51,T,A
Hispanic or Latino,F,Parks & Recreation,49,18.91,R,A
Hispanic or Latino,M,Seattle Public Utilities,44,53,R,A
Hispanic or Latino,M,Fire Department,50,54.19,R,A
Hispanic or Latino,M,Police Department,35,55.34,R,A
Hispanic or Latino,M,Office for Civil Rights,29,44,R,A
Hispanic or Latino,M,Fire Department,40,45.23,R,A
Hispanic or Latino,F,Parks & Recreation,20,18.69,T,A
Hispanic or Latino,M,Seattle City Light,46,53.05,R,A
Hispanic or Latino,M,Police Department,35,54.29,R,A
Hispanic or Latino,M,Fire Department,33,36.9,R,A
Hispanic or Latino,M,Office of Housing,48,66.834,R,A
Hispanic or Latino,M,Police Department,35,54.29,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,41,30.09,R,A
Hispanic or Latino,M,Seattle Center,51,44.95,R,A
Hispanic or Latino,M,Parks & Recreation,62,31.35,R,A
Hispanic or Latino,F,Police Department,34,64.2418,R,A
Hispanic or Latino,M,Seattle City Light,35,71.166,R,A
Hispanic or Latino,M,Finance & Admin Services,33,49.896,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,45,33.7,R,A
Hispanic or Latino,M,Information Technology,52,61.101,R,A
Hispanic or Latino,M,Parks & Recreation,77,29.03,R,A
Hispanic or Latino,M,Police Department,30,50.03,R,A
Hispanic or Latino,F,City Auditor,44,69,R,A
Hispanic or Latino,F,Seattle City Light,58,49.77,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,38,67.49,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,36,33.78,R,A
Hispanic or Latino,M,Parks & Recreation,61,57.87,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,55,72.75,R,A
Hispanic or Latino,M,Fire Department,42,49.82,R,A
Hispanic or Latino,M,Seattle City Light,63,69.6,R,A
Hispanic or Latino,M,Parks & Recreation,43,50.12,R,A
Hispanic or Latino,M,Seattle City Light,58,46.43,R,A
Hispanic or Latino,M,Seattle City Light,50,53.807,R,A
Hispanic or Latino,M,Fire Department,51,74.84,R,A
Hispanic or Latino,M,Police Department,28,44.01,R,A
Hispanic or Latino,F,Parks & Recreation,52,46.38,R,A
Hispanic or Latino,M,Seattle City Light,49,45.96,R,A
Hispanic or Latino,F,Parks & Recreation,62,33.78,R,A
Hispanic or Latino,F,Seattle City Light,74,34.6,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,66,36.33,R,A
Hispanic or Latino,M,Municipal Court,33,31.35,R,A
Hispanic or Latino,M,Parks & Recreation,43,29.03,R,A
Hispanic or Latino,M,Information Technology,52,56.129,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,25,23.4,T,A
Hispanic or Latino,M,Seattle Public Utilities,22,32.49,R,A
Hispanic or Latino,M,Commnty Sfty and Comm Ctr Dept,34,31.3,R,A
Hispanic or Latino,F,Seattle Center,55,38.86,R,A
Hispanic or Latino,M,Education & Early Learning,34,50.909,R,A
Hispanic or Latino,M,Municipal Court,42,34.3,R,A
Hispanic or Latino,F,Law Department,37,39.28,R,A
Hispanic or Latino,F,Seattle Center,68,23.14,T,A
Hispanic or Latino,F,Education & Early Learning,34,30.73,R,A
Hispanic or Latino,M,Information Technology,62,38.44,R,A
Hispanic or Latino,M,Police Department,65,60.31,R,A
Hispanic or Latino,M,Seattle Center,27,39.7,T,A
Hispanic or Latino,M,Seattle City Light,49,36.69,R,A
Hispanic or Latino,F,Finance & Admin Services,35,47.34,R,A
Hispanic or Latino,M,Fire Department,33,43.98,R,A
Hispanic or Latino,F,Parks & Recreation,66,43.34,R,L
Hispanic or Latino,F,Seattle Public Library,55,23.38,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,50,62.07,R,A
Hispanic or Latino,F,Office of Economic Development,31,39.28,T,A
Hispanic or Latino,F,Information Technology,41,72.6915,R,A
Hispanic or Latino,M,Police Department,42,56.39,R,A
Hispanic or Latino,M,Police Department,54,57.44,R,A
Hispanic or Latino,M,Education & Early Learning,38,75.81,R,A
Hispanic or Latino,M,Parks & Recreation,19,19.51,T,A
Hispanic or Latino,M,Seattle Public Utilities,38,38.95,T,A
Hispanic or Latino,M,Police Department,45,64.696,R,A
Hispanic or Latino,M,Seattle City Light,48,61.86,R,A
Hispanic or Latino,F,Municipal Court,76,57.49,T,A
Hispanic or Latino,M,Seattle City Light,41,24.11,R,A
Hispanic or Latino,M,Police Department,36,33.44,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,53,36.31,R,A
Hispanic or Latino,F,Parks & Recreation,28,19.29,T,A
Hispanic or Latino,M,Police Department,40,56.39,R,A
Hispanic or Latino,M,Fire Department,37,54.34,R,A
Hispanic or Latino,M,Police Department,28,50.03,R,A
Hispanic or Latino,F,Seattle Public Utilities,57,40.84,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,43,56.52,R,A
Hispanic or Latino,F,Neighborhoods,32,58.485,R,A
Hispanic or Latino,F,Parks & Recreation,27,20.75,T,A
Hispanic or Latino,F,Information Technology,36,57.55,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,28,30.09,R,A
Hispanic or Latino,F,Seattle Public Library,30,22.96,R,A
Hispanic or Latino,F,Police Department,37,53.5,R,A
Hispanic or Latino,F,Seattle City Light,33,31.35,R,A
Hispanic or Latino,M,Police Department,51,69.71,R,A
Hispanic or Latino,F,Seattle Public Utilities,51,51.264,R,A
Hispanic or Latino,F,Sustainability & Environment,41,71.27,R,A
Hispanic or Latino,F,Human Services Department,50,39.28,R,A
Hispanic or Latino,M,Seattle Public Utilities,49,72.75,R,A
Hispanic or Latino,M,Police Department,44,31.35,R,A
Hispanic or Latino,M,Fire Department,20,34.81,R,A
Hispanic or Latino,F,Arts & Culture,53,76.48,R,A
Hispanic or Latino,M,Police Department,38,54.29,R,A
Hispanic or Latino,M,Seattle Public Library,35,30.72,R,A
Hispanic or Latino,F,Human Services Department,38,30.09,R,A
Hispanic or Latino,F,Immigrant & Refugee Affairs,40,46.408,R,A
Hispanic or Latino,M,Seattle Public Utilities,34,39.59,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,31,41.66,R,A
Hispanic or Latino,F,Seattle City Light,62,49.49,R,A
Hispanic or Latino,F,Seattle Public Utilities,31,47.51,R,A
Hispanic or Latino,F,Seattle Public Library,26,33.25,R,A
Hispanic or Latino,M,Police Department,41,63.68,R,A
Hispanic or Latino,M,Municipal Court,61,29.03,R,A
Hispanic or Latino,M,Seattle Public Utilities,39,41.63,R,A
Hispanic or Latino,M,Police Department,29,38.04,R,A
Hispanic or Latino,M,Seattle Public Utilities,42,47.96,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,41,67.49,R,A
Hispanic or Latino,M,Seattle Center,53,36.05,T,A
Hispanic or Latino,F,Information Technology,56,75.984,R,A
Hispanic or Latino,M,Sustainability & Environment,39,58.935,R,A
Hispanic or Latino,M,Seattle City Light,52,69.6,R,A
Hispanic or Latino,F,Police Department,37,55.6,R,A
Hispanic or Latino,M,Police Department,30,54.29,R,A
Hispanic or Latino,F,Seattle City Light,31,57.4713,R,A
Hispanic or Latino,M,Parks & Recreation,43,35.05,R,A
Hispanic or Latino,M,Fire Department,38,50.23,R,A
Hispanic or Latino,M,Police Department,61,59.53,R,A
Hispanic or Latino,M,Finance & Admin Services,48,24.92,R,A
Hispanic or Latino,F,Parks & Recreation,57,22.86,R,A
Hispanic or Latino,M,Finance & Admin Services,50,82.008,R,A
Hispanic or Latino,M,Seattle Center,48,35.26,R,A
Hispanic or Latino,M,Seattle Public Library,42,24.67,R,A
Hispanic or Latino,F,Seattle Center,56,26.99,R,A
Hispanic or Latino,F,Seattle Public Utilities,36,32.48,R,A
Hispanic or Latino,F,Police Department,33,40.84,R,A
Hispanic or Latino,F,Parks & Recreation,20,19.51,T,A
Hispanic or Latino,F,Seattle Dept of Human Resource,63,54.34,R,A
Hispanic or Latino,M,Police Department,24,42.96,R,A
Hispanic or Latino,F,Legislative Department,30,36.8774,R,A
Hispanic or Latino,F,Police Department,43,34.05,R,A
Hispanic or Latino,F,Law Department,54,39.28,R,A
Hispanic or Latino,M,Education & Early Learning,36,50.909,R,A
Hispanic or Latino,M,Finance & Admin Services,52,67.321,R,A
Hispanic or Latino,M,Seattle City Light,57,65.17,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,54,72.75,R,A
Hispanic or Latino,M,Police Department,46,57.7,R,A
Hispanic or Latino,M,Police Department,24,26.05,R,A
Hispanic or Latino,F,Fire Department,27,34.81,R,A
Hispanic or Latino,M,Parks & Recreation,39,18.69,T,A
Hispanic or Latino,M,Police Department,29,34.47,R,A
Hispanic or Latino,F,Seattle Public Library,32,33.25,R,L
Hispanic or Latino,M,Seattle Public Utilities,25,30.09,R,A
Hispanic or Latino,M,Fire Department,37,38.98,R,A
Hispanic or Latino,M,Seattle Public Utilities,52,37.32,R,A
Hispanic or Latino,F,Seattle Public Utilities,61,64.67,R,A
Hispanic or Latino,M,Police Department,25,33.44,R,A
Hispanic or Latino,M,Seattle City Light,61,61.86,R,A
Hispanic or Latino,F,Seattle Public Utilities,68,63.98,R,A
Hispanic or Latino,F,Seattle Public Utilities,46,38,R,A
Hispanic or Latino,M,Seattle City Light,48,69.6,R,A
Hispanic or Latino,F,Human Services Department,31,33.78,T,A
Hispanic or Latino,F,Municipal Court,26,31.35,R,A
Hispanic or Latino,M,Parks & Recreation,46,42.57,R,A
Hispanic or Latino,F,Seattle Public Utilities,31,29.03,R,A
Hispanic or Latino,M,Seattle City Light,28,44.09,R,A
Hispanic or Latino,M,Seattle Public Utilities,56,41.61,R,A
Hispanic or Latino,M,Police Department,57,60.31,R,P
Hispanic or Latino,M,Seattle Dept of Transportation,30,23.4,T,A
Hispanic or Latino,M,Police Department,36,45.96,R,A
Hispanic or Latino,M,Seattle City Light,42,47.62,R,A
Hispanic or Latino,M,Seattle City Light,41,61.02,R,A
Hispanic or Latino,F,Parks & Recreation,68,18.69,T,A
Hispanic or Latino,F,Seattle Dept of Transportation,49,70.63,R,A
Hispanic or Latino,F,Seattle City Light,51,57.38,R,A
Hispanic or Latino,M,Parks & Recreation,54,30.09,R,A
Hispanic or Latino,M,Seattle Public Library,56,67.54,R,A
Hispanic or Latino,M,Seattle Public Library,24,27.14,R,A
Hispanic or Latino,F,Police Department,29,54.29,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,42,87.7,R,A
Hispanic or Latino,F,Office of Inspector General,58,96.4629,R,A
Hispanic or Latino,M,Commnty Sfty and Comm Ctr Dept,26,31.3,R,A
Hispanic or Latino,M,Seattle Public Utilities,30,49.75,R,A
Hispanic or Latino,M,Police Department,31,45.96,R,A
Hispanic or Latino,F,Parks & Recreation,21,19.51,T,A
Hispanic or Latino,M,Fire Department,45,46.48,R,A
Hispanic or Latino,M,Employees' Retirement System,33,35.78,R,A
Hispanic or Latino,M,Police Department,31,44.01,R,A
Hispanic or Latino,M,Finance & Admin Services,44,43.04,R,A
Hispanic or Latino,F,Police Department,25,36.95,R,A
Hispanic or Latino,F,Finance & Admin Services,37,30.5,R,A
Hispanic or Latino,N,Seattle Public Utilities,23,44,R,A
